id,ad,kategori,malzemeler,hazirlanis,aciklama,duygu_etiketi
-MbO0ZbyTcV9fPZz8YC7,Polenta Tarifi,Meze,su;mısır irmiği;tuz;toz zerdeçal;tereyağı;rendelenmiş eski kaşar peyniri;,"1.) Polentayı pişireceğiniz tencereye su, zerdeçal ve tuzu koyun ve kaynatın. Su kaynayınca ocağın altını kısın ve mısır irmiğini ekleyin, yeniden kaynayana kadar karıştırın. Kaynayınca ocağın altını kısın ve arada karıştırarak 25 dakika pişirin.
2.) Karışıma rendelenmiş peynir ve tereyağını ekleyip, arada karıştırarak beş dakika daha ocakta tutun.
3.) Tabanı ve kenarlarını yağlı kağıtla kapladığınız kare veya dikdörtgen bir servis tabağına polentayı dökün ve tabana yayılmasını sağlayın.
4.) Karışım katılaşana kadar 15 dakika civarında bekledikten sonra, dilimler halinde keserek servis yapın.
","Yemeklerinizin yanına atıştırmalık olarak sunabileceğiniz, mısır irmiği ile hazırlanan, sağlık dolu polenta tarifi.",nötr
-MbO0ZkGg4Lnp4KQivUg,Tatlı Ekşi Soslu Tavuk Tarifi,Tavuk,zeytinyağı;dolmalık yeşil biber;orta boy havuç;taze soğan;ananas;fileto tavuk göğsü;yumurta;un;mısır nişastası;kabartma tozu;su;ayçiçek yağı;mısır nişastası;su;ketçap;üzüm sirkesi;esmer şeker;soya sosu;bal;,"1.) Ortadan ikiye kesip çekirdeklerini çıkardığınız yeşil dolmalık biberi, taze soğanları, kabuğunu soyduğunuz orta boy havucu ve ananas dilimlerini iri parçalar halinde kesin.
2.) Zeytinyağını mümkünse wok tavada kızdırın. Ananas ile birlikte doğranmış sebzeleri ekleyip, yüksek ateşte 5 dakika kadar soteleyin.
3.) Tatlı- ekşi sos için; mısır nişastasını su ile karıştırdıktan sonra bir sos tenceresine aktarın. Ketçap, üzüm sirkesi, esmer şeker, soya sosu ve balı ilave edin. Tüm malzemeyi kısık ateşte, karıştırarak kaynatın.
4.) Fileto tavuk göğsünü iri küpler halinde doğrayın. Kaplama harcı için küçük bir kapta yumurta, un, mısır nişastası, kabartma tozu ve suyu bir çırpıcı yardımıyla karıştırın.
5.) Ayçiçek yağını ayrı bir tencerede kızdırın. Küp şeklinde doğradığınız tavuk parçalarını, kaplama harcına batırdıktan sonra derin yağda renk alana kadar kızartın.
6.) Kızaran tavukları bir kevgir yardımıyla alarak bekletmeden sote sebzelerin bulunduğu wok tavaya aktarın.
7.) Kısık ateşte kaynamakta olan tatlı ekşi sosu ilave edin ve tüm malzemeyi karıştırdıktan sonra 5 dakika daha pişirin. Sıcak olarak bekletmeden servis edin, chopstick kullanamayan sevdiklerinize çatal vermeyi unutmayın.
","Sote sebzelerle harmanlanan ekşi soslu tavuk tarifi, kendine has bir tadı olmayan fileto tavuk göğsüne olabildiğince aromalı bir tat katıyor.",rahatlatır
-MbO0_0sMuibmhqhob5e,Burrito Tarifi,Atıştırmalık,tortilla;yağsız biftek;zeytinyağı;kırmızı soğan;sarımsak;domates;kırmızı biber;domates püresi;et suyu;konserve meksika fasulyesi;rendelenmiş kaşar peyniri;taze kişniş;kimyon;kırmızı toz biber;tuz;süzme yoğurt;çiğ krema;,"1.) Kırmızı soğan ve sarımsağı yemeklik doğrayın. Kabuğunu soyduğunuz domatesi küçük küpler halinde doğrayın.
2.) Yağsız biftek etini uzunlamasına kesin. Ortadan ikiye kesip, çekirdeklerini çıkardığınız kırmızı biberi etlerle uyumlu olacak şekilde doğrayın.
3.) Zeytinyağını geniş bir tavada kızdırın. Yemeklik doğradığınız soğan ve sarımsakları renk alana kadar soteleyin.
4.) Biftek dilimlerini de ekledikten sonra yüksek ateşte soteleme işlemini 5 dakika kadar sürdürün. Ardından; kırmızı biberleri ekleyin ve karıştırın.
5.) Kimyon, toz kırmızı biber ve tuzu katın, karıştırın. Doğranmış domates, domates püresi, ince kıyılmış taze kişniş yapraklarını ilave edin.
6.) Et suyu ve konserve Meksika fasulyesini de ekledikten sonra sos karışımını kısık ateşte 10 dakika kaynatın.
7.) Hazır tortilla ekmeklerini kızgın tavada 1 dakika kadar ısıtın. Etli sos karışımını dörde bölüp, tortilla ekmeklerinin orta kısmına yerleştirin.
8.) Ekmeklerin kenar kısımlarını ortaya doğru katladıktan sonra tortillaları, rulo şeklinde dürüm gibi sarın.
9.) Bu şekilde fırın tepsisine yerleştirin. Üzerlerine rendelenmiş kaşar peyniri serpiştirin. Önceden ısıtılmış 200 derece fırında peynir eriyene kadar 10 dakika fırınlayın.
10.) Servisinde kullanmak üzere; süzme yoğurt ve kremayı hızlıca çırparak, ekşi krema sosunu hazırlayın.
11.) Fırından çıkan sıcak burritolar ile ikram edin. Sevdiklerinizle paylaşın.
","Oldukça bol malzemeli Meksika usulü dürüm Burrito, tortilla ekmeğine sarılan soğanlı, domatesli, baharatlı etli iç harç ile sarılıp peynir ile fırınlanıyor.",enerji verir
-MbO0_7oBBUFoAbei2y1,Sihirli Kek Tarifi,Kek,tereyağı;süt;yumurta;pudra şekeri;çubuk vanilya;un;sirke;,"1.) Tereyağını eritin.
2.) Sütü ocakta hafif ılıtın. Vanilya çubuğunu ortadan ikiye yatay biçimde kesin ve tanelerini süte karıştırın.
3.) Yumurta beyazlarını sirkeyle çırpın ve iyice kabarana kadar bu işleme devam edin.
4.) Yumurta sarılarını ve pudra şekerini krema kıvamı alıncaya kadar çırpın.
5.) Ilık süt ve tereyağı yavaşça yumurta sarılı karışıma ilave edin. En son unu ilave edin ve karıştırın.
6.) Fırını 165 dereceye ayarlayın.
7.) Yumurta beyazlarını yumurta sarılarının olduğu karışıma üç seferde ilave edin ve bu işlemi katlayarak, spatula yardımıyla karıştırarak yapın.
8.) Kelepçeli fırın kalıbınızı yağlayın ve sulu kek karışımını kek kalıbına dökün.
9.) 40-45 dakika fırında kontrollü bir şekilde pişirin. Kekin üstü iyice kızarınca fırından alın. İyice soğuduktan sonra kalıptan çıkarın. İşte bu kadar, afiyet olsun!
","Sihirli kek tarifiyle, nefis üç katmanlı bir kek hazırlıyoruz. Adından da anlaşıldığı gibi lezzeti büyüleyici. Afiyetler olsun!",enerji verir
-MbO0_KaNwpdfEYa_ErU,Ballı Susamlı Tavuk Tarifi,Tavuk,tavuk but;susam;soya sosu;bal;karabiber-tuz karışımı;zeytinyağı;,"1.) Tavuk butlarını irice doğrayın.
2.) Bir kasenin içerisinde soya sosu, bal, susam, tuz ve karabiberi karıştırın. İrice doğradığınız tavuk parçalarını bu karışımla marine edin.
3.) Tavayı ısıtın. Isınan tavayı zeytinyağı ile yağlayın.
4.) Zeytinyağının fazla kızmasını beklemeden tavukları tavanın içersine atın. Tahta kaşık kullanarak karıştırın.
5.) Tavuk suyunu çektikten, susamlar kızardıktan sonra ocaktan alarak servis edin.
","Okurken acıkacağınız ballı susamlı tavuk tarifini yapmak için kendinize bir bahane bulup, alışveriş listenize malzemeleri ekleyeceksiniz.",enerji verir
-MbO0_cNHS2GFg76m3rA,Tavuklu Sezar Salata Tarifi,Salata,zeytinyağı;tavuk göğsü;tuz;karabiber;marul;parmesan;kruton;yumurta sarısı;taneli hardal;sarımsak;limon suyu;ançuez;şeker;karabiber;sirke;zeytinyağı;,"1.) Bir tencereye su koyun ve tabanına değmeyecek şekilde cam kabı yerleştirerek benmari hazırlayın.
2.) Yumurta sarısını rengi beyazlayana kadar 3-4 dakika durmaksızın karıştırın.
3.) Zeytinyağı hariç tüm malzemeleri çırpın. Yaklaşık 3-4 dakika sonra ölçülü zeytinyağını yavaş yavaş sosa yedirerek ilave edin.
4.) Zeytinyağının tamamını ekledikten sonra karışımı ocaktan alın.
5.) Tavukları baharatlandırarak tavada pişirin.
6.) Marulları hazırladığınız sosa iyice bulayın.
7.) Soslanan marullara tavukları, krutonları ve parmesan peynirini ilave ederek salatanızı hazırlayın. İşte bu kadar, afiyet olsun!
",Tavuklu sezar salata tarifiyle enfes mi enfes salatayı evinizde misler gibi daha ucuza hazırlamak mümkün. Afiyetler olsun.,enerji verir
-MbO0_kZrndepIcLVMvB,Belem Turtası (Pasteis De Belem) Tarifi,Tatlı,milföy hamuru;toz şeker;su;portakal kabuğu;limon kabuğu;çubuk tarçın;süt;un;yumurta sarısı;tereyağı;toz tarçın;,"1.) Su, şeker, kabuklar ve tarçın çubuğunu birlikte ocağa alın kaynamaya bırakın.
2.) Kaynama başladıktan sonra altını kısın ve 7-8 dk. koyulaşana kadar devam edin. Ocağın altını kapatın ve ılınmaya bırakın.
3.) Un ve sütü muhallebi kıvamına getirene kadar çırparak pişirin. Pişen muhallebiye şerbeti azar azar ekleyerek yedirin.
4.) Şerbetli muhallebiyi hafifçe oda sıcaklığında ılıttıktan sonra yumurta sarılarını ekleyip çırpın.
5.)  
6.) Milföy hamurları yumuşayınca hepsini üst üste koyup bastırın ve merdane yardımı ile tek ve büyük bir dikdörtgen şeklinde açın.
7.) Açma esnasında hafifçe un serpebilirsiniz sonrasında fazla unu fırça yardımı ile mutlaka temizleyin.
8.) Dikdörtgenin uzun kenarından başlayarak sıkı şekilde hamuru rulo haline getirin ve 2 cm kalınlığında yaklaşık 20 parça kesin.
9.) Metal muffin kalıbını tereyağı ile yağlayın hamurları içerisine ortasında kenarlara doğru bastırarak yerleştirin.
10.) Hamurların ortalarına fazla boşluk kalmayacak şekilde yumurtalı kremadan doldurun ve 250 derecelik fırında 15 dakika üzeri kızarana kadar pişirin.
11.) Oda sıcaklığına gelen ılık turtalarınızı hafifçe tarçın serperek servis edebilirsiniz. Afiyet olsun.
",Orijinal tarifini dört kişinin bildiği bir turta tarifi ile mutfağınıza konuk oluyoruz. Portekiz'in ünlü lezzeti Belem turtası(Pastel de Nata) karşınızda.,enerji verir
-MbO0_svzQQI4bZpnmYu,Fırında Kremalı Patates Tarifi,Sebze,patates;süt;süt kreması;muskat cevizi rendesi;sarımsak;tuz;karabiber;kaşar peyniri;eski kaşar peyniri;,"1.) Patatesleri soyup, ince yuvarlak dilimler kesin.
2.) Sütü ve kremayı bir tencereye boşaltın. İçine tuz, karabiber, muskat rendesi ve ikiye böldüğünüz sarımsağı ekleyin. Önce orta ateşte ısınana dek pişirin sonra altını kısın.
3.) Tencereye patatesleri ekleyin ve dikkatlice sütlü karışıma karıştırın. Tencerenin kapağını kapatın ve kısık ateşte 20 dakika pişirin.
4.) 20 dakika sonunda tencerenin içinden sarımsağı çıkarın. Geniş bir fırın kabına patatesleri aktarın.
5.) En son tencerede kalan sıvı kısmı da patateslerin üzerine boşaltın.
6.) Üzerine rendelenmiş taze kaşar ve eski kaşar peynirini eşit şekilde dağıtın.
7.) Önceden ısıtılmış 180 derece fırında yaklaşık 1 saat ya da patatesler yumuşayana dek pişirin. Afiyet olsun!
","Patates, süt ve kremanın başrollerinde oynadığı leziz bir fırın yemeği, et yemeklerinin yanına mükemmel bir tamamlayıcı.",enerji verir
-MbO0a-YeDDXmkYpglkv,Tempura Tarifi,Atıştırmalık,buğday nişastası;un;tuz;yumurta;soda;ayçiçek yağı;,"1.) Buğday nişastası, un ve tuzu derin ve çukur bir kapta karıştırın.
2.) Yumurtayı çırpıp kuru malzemelerin içerisine ekleyin.
3.) Karıştırma kasesini içi buz dolu bir kabın içerisine oturtun.
4.) Soğuk sodayı unlu karışımın içerisine yavaş yavaş ekleyin ve sürekli olarak karıştırın.
5.) Tempura hamurunuz ile kaplayacağınız malzemeyi hamurun içerisine batırın. Eğer hafif akışkan ama kullandığınız malzemeyi tamamen kaplayan bir yoğunlukta ise tempura hamurunuz hazır demektir.
6.) Kızgın yağda tempura unu ile kaplı malzemelerinizi kızartıp, sıcak olarak servis edebilirsiniz.
","Dışı çıtır kaplama, içi ise yumuşacık sebzeler veya deniz ürünleri ile hazırlanmış bir tarif istiyorsanız bu tempura hamuruna bayılacaksınız!",rahatlatır
-MbO0a79bDpkNmpOQRJ6,Makaron Tarifi,Tatlı,yumurta akı;toz antep fıstığı;pudra şekeri;toz şeker;tuz;beyaz çikolata;krema;iri çekilmiş antep fıstığı;,"1.) Makaronları hazırlamak için; yumurta akını, tuz ilavesi ile cam bir kapta yüksek devirde çırpın.
2.) Köpürmeye başlayan çırpılmış yumurta akına toz şekeri azar azar ekleyin ve koyu bir krema kıvamını alana kadar çırpma işlemini sürdürün.
3.) Toz Antep fıstığı ve pudra şekerini eleyin. Fıstık tozu ve pudra şekerinin elek üzerinde kalan pütürlü kısımlarını kullanmayın.
4.) Elediğiniz pudra şekerli Antep fıstığı karışımının üçte birini çırpılmış yumurta akına katın. Yumurta aklarının sönmemesi için; karışımı tahta bir kaşık ya da plastik bir spatula yardımıyla alttan üste doğru tek yönde ve yavaşça karıştırın.
5.) Kalan karışımı iki partide ekleyerek aynı işlemi tekrarlayın. Alttan üste doğru havalandırarak karıştırdığınız takdirde yumurta akları sönmeyecektir, buna dikkat edin.
6.) Hazırladığınız macaron hamuru karışımını krema sıkma poşetine doldurun. Tabanına yağlı kağıt ya da daha iyi sonuç almak için macaron silpatı serdiğiniz tepsilere makaron hamurunu aralıklı olarak paylaştırın. Bu şekilde küçük ve yassı kurabiyeler hazırlamış olacaksınız.
7.) Üzerlerinin kuruması için tepsiye aldığınız makaronları, oda ısısında en az 60 dakika kadar bekletin.
8.) Bekletme süresinin sonuna doğru fırını önceden 150 derecede ısıtın. Hazırladığınız makaronları, fırının orta ısısında yaklaşık 18-20 dakika kadar pişirin. Fırından çıkardıktan sonra soğumaları için oda ısısında bekletin.
9.) Makaronların dolgu kreması için; kremayı sos tenceresinde kısık ateşte kaynatın.
10.) Küçük parçalar halinde kestiğiniz beyaz çikolatayı kremaya katın ve aralarda karıştırarak erimesini sağlayın.
11.) Son olarak iri çekilmiş Antep fıstığı kattığınız krema karışımını cam bir kaba aktarın, ılındıktan sonra kıvam alması için buzdolabında soğutun.
12.) Fırından çıkan ve soğuyan macaron kurabiyelerin arasına buzdolabında soğuttuğunuz fıstıklı kremadan koyup kapatın. Lezzetinin tam olarak anlaşılması için buzdolabında beklettikten sonra sevdiklerinizle bu özel tadı paylaşın.
","Restoranların tatlı menülerinde yerini almaya başlayan, beş çaylarını tamamlayan rengarenk tat makaronu, bu sefer Antep fıstığı ilavesiyle hazırladık.",mutlu eder
-MbO0aFJdj1jo1D49w8a,Tiramisu Tarifi,Tatlı,kedi dili bisküvi;yumurta;toz şeker;süt;labne;vanilya;krema;kahve;kakao;,"1.) Karıştırma kabını içinde su kaynayan bir tencerenin üzerine oturtun. Kabın içine yumurta sarılarını aktarıp güzelce çırpın.
2.) Yumurta sarılarını güzelce çırptıktan sonra şekeri ve sütü ekleyin. Karışımı yaklaşık 10 dakika boyunca hızlıca çırparak pişirin. Karışım soğuduktan sonra derin bir kaba alın.
3.) Labne peyniri yumurtalı karışıma ekleyip güzelce karıştırın.
4.) Üzerine, önceden mikser ile çırpılmış sıvı kremayı ekleyin ve bir spatula yardımıyla kremayı söndürmemeye çalışarak karıştırın.
5.) Kedidili bisküvileri hazırladığınız kahveye batırarak ıslatın. Kahvenin içinde çok bekletmeyin. Hafifçe ıslatmanız yeterli.
6.) Ardından kelepçeli bir kalıba ya da kullanacağınıza kabın tabanına kedidili bisküvilerden bir kısmını dizin.
7.) Üzerine, hazırladığınız kremanın yarısını döküp güzelce yayın.
8.) Hazır kahveye batırdığınız kedidili bisküvilerini bir kat daha dizdikten sonra kremanın kalanını üzerine döküp yayın.
9.) Son olarak ince bir süzgeç yardımıyla üzerine kakao gezdirip, buzdolabında bir gece dinlenmeye bırakın.
10.) Dinlenen tatlınızı buzdolabından çıkarıp servis edebilirsiniz. Afiyet olsun.
",Pratik ve hafif tatlı tariflerinden biri olan gerçek tiramisu tarifi ile karşınızdayız. Mis gibi kahve ve kakao kokan bu tarifi mutlaka deneyin.,mutlu eder
-MbO0aR_Vqq0_xJcKyGg,Krem Şokola Tarifi,Tatlı,süt;mısır nişastası;pirinç unu;toz şeker;kakao;bitter çikolata;ince çekilmiş antep fıstığı;,"1.) Elenmiş mısır nişastası ve pirinç ununu tencereye alın. Kıvamını azar azar eklediğiniz soğuk süt yardımıyla, sürekli karıştırarak açın. Nişastanın top top kalmaması gerekiyor.
2.) Toz şeker, elenmiş kakao ve kalan sütü tencereye aktarın.
3.) Tatlı karışımını bir çırpıcı yardımıyla sürekli karıştırıp kısık ateşte kıvam alana kadar pişirin.
4.) Ocaktan aldığınız tatlıya küçük parçalar haline getirdiğiniz bitter çikolatayı katıp karıştırarak tatlının kendi sıcaklığında erimesini sağlayın.
5.) Servis kaselerine paylaştırdığınız tatlıyı ince çekilmiş Antep fıstığı parçalarıyla süsleyin. Soğuttuktan sonra sevdiklerinizle paylaşın.
","Bitter çikolatanın tadını, rengini yoğun olarak hissedebileceğiniz bir tatlı tarifi krem şokola. Yumuşacık kıvamı ve kakao yoğunluğu onu benzersiz kılıyor.",mutlu eder
-MbO0aef3AV-p43mOqBT,Chili Thai Sos Tarifi,Dünya Mutfakları,su;pirinç sirkesi;toz şeker;taze zencefil;sarımsak;chili biberi;ketçap;mısır nişastası;taze çekilmiş tane karabiber;,"1.) Tatlı-acı Chili Thai sos hazırlamak için; su ve pirinç sirkesini küçük bir sos tenceresine aktarın ve yüksek ateşte kaynamaya bırakın.
2.) Kabuğunu soyduğunuz taze zencefili ve sarımsakları rendeleyin. Chili biberi, küçük parçalar halinde doğrayın.
3.) Kaynamakta olan pirinç sirkesine toz şeker, rendelenmiş zencefil ve sarımsak, doğranmış chili biberi, ketçap ve taze çekilmiş tane karabiberi katıp 5 dakika kadar kısık ateşte pişirin.
4.) Mısır nişastasını ilave edin ve bir çırpıcı yardımıyla sürekli karıştırdığınız sosu 2 dakika kadar pişirin.
5.) Ocaktan aldığınız sosu oda ısısında soğuttuktan sonra ağzı kapalı bir kavanozda, buzdolabında muhafaza edin.
6.) Mısır cipsleri, çiğ ya da haşlanmış sebzeler, çıtır tavuk, soğan halkası gibi atıştırmalıkların yanında sevdikleriniz ile paylaşın.
","Acı sevenlerin gözdesi tatlı-ekşi Chili sos, pek çok atıştırmalık tarif ile ikram edebileceğiniz, yemeklere lezzet katan hayli kullanışlı bir sos tarifi.",mutlu eder
-MbO0anAHhL0XSX4zF8p,Medovik Pasta Tarifi,Pasta,tereyağı;yumurta;şeker;bal;un;kabartma tozu;pudra şekeri;krema;labne peyniri;,"1.) Tereyağı, şeker ve balı tencereye alarak düşük ısıda eritin ve ılımaya bırakın.
2.) Yumurtaları ayrı bir kapta çatal yardımıyla çırparak,  ılıyan tereyağı-şeker karışımına ekleyin ve tel çırpıcı ile güzelce karıştırın.
3.) Kabartma tozunu ekleyin.
4.) Unu eleyerek her seferinde ½ bardak ekleyerek karışıma yedirin. Hafif ele yapışan bir hamur elde edinceye kadar güzelce karıştırın.
5.) Hamurunuzu 8 eşit parçaya kesin ve her parçayı bolca un serptiğiniz zeminde merdane ile açın. Açtığınız hamurları 9-10 cmlik kek kalıbının tabanını kullanarak yuvarlak şekilde kesin.
6.) Yuvarlak hamurlarınızı ve kenarlardan çıkan parçaları yağlı kağıt serdiğiniz tepsiye yerleştirerek önceden ısıtılmış 180 derece fırında 5er dakika pişirin ve ılımaya bırakın.
7.) Kremayı şekerle güzelce çırpın, daha sonra labne peynirini de ekleyerek kremayı hazırlayın.
8.) Ilıyan bisküvileri, aralarına krema sürerek üst üste düzgün bir şekilde dizin.
9.) Pastanızı yan yüzeyleriyle birlikte ya da sadece üzerini kremayla kaplayın.
10.) Pişirdiğiniz kenar parçalarını toz haline getirerek pastanızı süsleyin. Buzdolabında dinlendirdikten sonra, meyvelerle süsleyerek afiyetle tüketin.
","Rusya'ya kadar gitmeden, onların ballı mı ballı pastasını evimize taşıyoruz. Medovik pasta tarifi ile farklı lezzetlere yelken açıyoruz.",mutlu eder
-MbO0auVf8tUDpeDsGc-,Tiramisu Mille Crepe Cake Tarifi,Tatlı,yumurta;süt;su;zeytinyağı;un;mascarpone peyniri;toz şeker;yumurta;konyak;zeytinyağı;kakao;türk kahvesi;,"1.) Pastanın tiramisu kremasını hazırlamak için; yumurtaların sarı ve beyaz kısımlarını dikkatli bir şekilde ayırın. Yumurta beyazlarını ayrı bir kapta, bir mikser yardımıyla yüksek devirde, köpük köpük olana kadar çırpın.
2.) Yumurta sarılarını, toz şeker ilavesi ile yüksek devirde, şeker tamamen eriyip mat sarı bir renk alana kadar çırpın.
3.) Suyunu süzdürdüğünüz mascarpone peynirini ayrı bir kapta ezerek, krema haline getirin.
4.) Hazırlamış olduğunuz bu üç karışımı, yumurta beyazlarının sönmemesi için; bir spatula yardımıyla alttan üstte doğru hareket ettirerek, karıştırın.
5.) Konyağı da ekledikten sonra karıştırma işlemini 1 dakika kadar sürdürün. Hazırladığınız krema karışımını 30 dakika kadar buzdolabında soğutun.
6.) Krep hamurunu hazırlamak için; yumurtaları derin bir karıştırma kabına alın.
7.) Su, süt, zeytinyağı ve elenmiş unu ekledikten sonra tüm malzemeyi bir çırpıcı yardımıyla pürüzsüz bir kıvam alana kadar karıştırın.
8.) Krep hamurunu 10 dakika kadar dinlendirin. Yanmaz yapışmaz tabanlı tavayı, zeytinyağıyla yağlayın. Kağıt havlu yardımıyla yağın fazlasını alın.
9.) Küçük bir kepçeye aldığınız krep hamurunu tavaya aktarın ve hızlı bir şekilde tavayı hareket ettirip hamurun eşit olarak yayılmasını sağlayın.
10.) Üzerleri hafif bir renk alacak incecik krepleri, ters yüz ederek her iki tarafını da kısa bir süre pişirin.
11.) Tavayı aralarda kağıt havlu ile yağlayıp, aynı işlemi tüm krepler için uygulayın. Krepleri, soğumamaları için kapağı kapalı geniş bir tabakta kısa bir süre dinlendirin.
12.) Sıra geldi katları birleştirmeye. Hazırladığınız kreplerden bir tanesini servis tabağının tabanına yerleştirin. Dolapta soğuyan kremadan ince bir kat sürün. Üzerini yeniden kreple kapatın.
13.) Tüm krepler bitene kadar bir kat krep, bir kat ince krema olmak üzere aynı işlemi uygulayın.
14.) Kalan kremayı uç kısmına duy takılı krema sıkma poşetine alın. Arzu ettiğiniz şekilde süsleyin. Hazırladığınız çok katlı krep pastayı soğuması için buzdolabına kaldırın.
15.) Kakao ve Türk kahvesini küçük bir kapta karıştırdıktan sonra çay süzgecine alın. Soğuyup kıvam alan pastanın üzerine bolca eledikten sonra dilimleyerek sevdiklerinizle paylaşın.
","İncecik kreplerden hazırlanan Fransızların meşhur pastası ""Mille Crepes Cake"". Tiramisu kremasıyla üst üste dizilen krepler, seksi bir pastaya dönüşüyor.",mutlu eder
-MbO0b5eKk4BVY4zQTiM,Boşnak Mantısı Tarifi,Hamur İşi,un;zeytinyağı;ılık su;tuz;orta yağlı dana kıyma;orta boy kuru soğan;tuz;karabiber;pul biber;nane;ayçiçek yağı;yoğurt;ayçiçek yağı;toz kırmızı biber;,"1.) Mantı hamurunu hazırlamak için; elenmiş unu derin bir karıştırma kabına aktarın.
2.) Orta kısmını parmak uçlarınızla havuz gibi açın. Unun kenar kısımlarına tuzu serpiştirin. Unun orta kısmında yer alan çukura zeytinyağı ve ılık suyu ekleyin.
3.) Mantı hamurunu pürüzsüz bir kıvam alıp toparlanana kadar yoğurun. Hazırladığınız hamurun üzerini streç filmle kapatıp buzdolabında 30 dakika kadar dinlendirin.
4.) Kıymalı iç harcı için; kabuğunu soyduğunuz kuru soğanı, küçük parçalar halinde yemeklik doğrayın. Orta yağlı dana kıyma, tuz, karabiber, pul biber ve nane ilavesiyle ayrı bir kapta karıştırın.
5.) Dinlenen hamuru yumurta büyüklüğünde bezelere ayırın. Üzerlerini hafif bir şekilde unladıktan sonra temiz bir mutfak tezgahı üzerinde merdane yardımıyla, yaklaşık 30 cm. çapında açın.
6.) Tek tek açtığınız yufkaların üzerini ayçiçek yağıyla yağladıktan sonra üst üste dizin.
7.) Kenar kısımlarını parmaklarınızla bastırarak sabitlediğiniz hamurları elde ya da merdane yardımıyla açarak inceltin.
8.) Açtığınız hamurları küçük kareler halinde kesin. Orta kısımlarını çiğden hazırladığınız kıymalı iç harçla doldurduktan sonra hazırladığınız mantıları kare halinde kapatın.
9.) Fırın tepsisini az miktarda ayçiçek yağıyla yağlayın. Yağlı hamurdan hazırladığınız mantıları, boşluk bırakmayacak şekilde fırın tepsisine dizin.
10.) Mantıları, önceden ısıtılmış 200 derece fırında yaklaşık 40 dakika üzerleri kızarana kadar pişirin.
11.) Yoğurdu ayrı bir kapta bir çırpıcı yardımıyla pürüzsüz bir kıvam alana kadar karıştırın.
12.) Ayçiçek yağını küçük bir tavada kızdırdıktan sonra toz kırmızı biberi katıp kızgın yağı ocaktan alın.
13.) Fırından çıkan sıcak Boşnak mantılarını servis tabağına aldıktan sonra yoğurt ve kırmızı biberli yağ eşliğinde servis edin.
","Boşnak mantısı tarifinde; yağlandıktan sonra incecik açılan hamurlar, kıymalı iç harçla buluştuktan sonra fırında pişip yoğurtla servis ediliyor.",nötr
-MbO0bCSk60DB7A7PvBr,Kaşarlı Popover Tarifi,Kahvaltılık,yumurta;süt;un;tereyağı;kaşar peyniri;tereyağı;,"1.) Fırınınızı 200 derecede ısıtmaya başlayın. Bu şekilde en az 10 dakika kadar ısıtın.
2.) Bir kabın içerisine yumurtaları kırın. Üzerine süt ve eritilmiş tereyağını ilave ederek güzelce çırpın.
3.) Ardından unu ilave ederek akışkan bir hamur elde edin.
4.) Muffin kabınızı fırına verin ve 10 dakika kadar ısıtın. Eldiven yardımıyla muffin kaplarınızı fırından alın. Kaplarınız sıcakken içlerine tereyağını bırakın ve fırça yardımıyla içlerini güzelce yağlayın.
5.) Ardından hazırladığınız hamuru kapların içerisine pay etmeye başlayın. Kapların içerisinde birer parmak boşluk bırakmaya özen gösterin. Hamurun ortasına küp küp kesilmiş kaşar peynirlerinden ilave edin.
6.) Fırına verin. 200 derecede 10 dakika pişirdikten sonra 180 dereceye alıp 15-20 dakika kadar pişirin. Üzeri iyice kızarınca fırından alın ve muffin kaplarından dikkatli bir şekilde çıkararak servis eidn. Afiyetler olsun!
",Kahvaltılık tarifler içerisinde en çok sevilen lezzetlerden birine dönüşecek nefis mi nefis kaşarlı popover tarifi ile karşınızdayız!,enerji verir
